review_text,label,label_encoded
sangat membantu terima kasih,Positif,2
bang di permudah mau bayar uang terima negara saja pakai dibikin demokrasi wajar sih kalo maling yang paham kan bagaimana sih mau taat ktp lecet dikit verifikasi gagal langkah kpk gagal buang buang waktu,Negatif,0
pengiriman cepat,Positif,2
memudahkan,Netral,1
jumlah marga luwambat banget,Negatif,0
tahun lalu saya masih bisa bayar pajak kendara di aplikasi ini tapi kenapa tahun ini tidak bisa padahal kendaraan pribadi bahkan besok sudah jatuh tempo tapi tidak bisa bayar dengan alasan yang muncul tidak dapat diproses silakan ke samsat atau hubungi call ceter kami call centernya pun tidak membatu sama sekal sangat tidak membantu tolong dong kendalanya apa ini aplikasi,Negatif,0
sangat membantu sekal aplikasi ini fitur lengkap dan respons juga cepat,Positif,2
biaya layanan dan bank terlalu mahal sekelas inaproc saja enggak sebesar itu,Netral,1
caroline,Netral,1
aplikasi apa tadi tiap hari jadi ada anda enggak bisa langsung bayar pajak kalo enggak tidak bilang lewat sini bilang saja enggak sendiri jangan suruh usah live cahaya tapi enggak membantu apa,Negatif,0
trmksh apl signal aplksi yang mempermudah dimana semua kendaraan bermotor langsung system online dengan paling cepat tambah tenaga byr yg enggak agak jauh datang di samsat atau speed speed hp langsung bisa,Negatif,0
cepat pelayanannya cepat responnya aplikasinya yang bagus untuk jajaran kepolisian untuk membantu masyarakat yang tidak bisa datang untuk perpanjang,Negatif,0
mantap,Positif,2
sangat² membantu yang tidak punya waktu untuk ke samsat pakai online signal semua jadi mudah,Positif,2
jadi,Netral,1
tepatnya hari minggu selasa sekarang datang stnk nya alhamdulillah ada aplikasi signal jadi cuma ribet ribet kalau ke samsat apalagi kalau kan angkot dan enggak jadi ongkosan bensin juga sudah jauh jadi mana saja,Negatif,0
sangat membantu sekal,Positif,2
aksi lambat,Negatif,0
mudah dan cepat,Positif,2
mantap mempermudah bayar pajak,Positif,2
memudahkan pembayaran walau saya berada di lain provinsi,Netral,1
mantap tapi pengiriman agak lama yang ke kalinya,Positif,2
kalo bisa dari selesai pembayaran proses pengoriman nya jangan terlalu lama,Netral,1
mantap,Positif,2
di faktur pajaknya turun harga tapi pas cek out ada saja embel² nya jadi naik ke dari tahun kemarin padahal di faktur pajaknya turun ke jadi aneh hmm,Netral,1
cepat dan mudah terima kasih saya sudah membuktikannya,Positif,2
aplikasi lain dan dalam prosesnya gampang sekali enggak ribet,Negatif,0
pembayaran mudah juga pengiriman nya cepat,Positif,2
karena itu uangnya jadi mengurus stnk itu jadi rebahan uang,Negatif,0
agak macet saat awal penggunaan karena agak error tapi pastinya tidak akan banget buat bayar pajak serba cepat,Negatif,0
mantap,Positif,2
setelah coba chat dengan bot saya ingin coba live chat dengan agent tetapi jawaban bot nya agent sedang tidak berada di tempat semua pada mengapai ya polisi dan apa guna fitur live chat jika tidak bisa mengobrol untuk membantu hal lain,Negatif,0
enggak bisa bayar rincian biaya ada tapi stuck,Negatif,0
tingkatkan terus aplikasinya terima kasih,Positif,2
sudah kali bayar pajak dengan aplikasi ini alhamdulillah sukses minggu surat bukti pembayaran diantar kerumah tanpa harus antri dan perjalanan jauh ke samsat,Positif,2
terima kasih tepat waktu,Positif,2
mudah banget byr pajak tahunan di signal enggak bertele tele singkat padat harian sampai intinya pelajari saja caranya gampang kok insyaa allah terima kasih signal,Positif,2
simple dan natural,Netral,1
berfungsi dengan baik,Netral,1
mutan,Netral,1
daftar malah bengong waktu klik lanjutan error hadeuhh,Negatif,0
lambat atau dari petugas pos mah cepat tertahan di kepala pos begitu lama,Negatif,0
pertahankan dan tingkatkan pelayanan,Netral,1
tolong diperbaiki sistemnya sudah dicoba beberapa kali tetap tidak bisa malah disuruh hubungi cs atau langsung kekantor samsat terus gunanya aplikasi ini apa ya,Negatif,0
cukup bintang yang menjelaskan,Netral,1
manta rai hanya bayar bangunan dirumah,Netral,1
mau bayar saat sekarang mulu gak macam apa apa,Negatif,0
prosesnya mudah cepat sih tinggal isi identitas kendaraan bayar beres deh hari sudah jadi dikirim biaya tambahannya harapannya dikurangin lagi ada biaya layanan biaya bank adalagi biaya kirim kalo bisa ditambah lagi jasa kirimnya biar bisa lebih cepat memang bagus pakai pos biar bantu bumn tapi kayak kureng gercep dikirim kamis baru sampai senin padahal pakai layanan yang express bagaimana kalo yang std ux aplikasinya kurang responsif tolong semoga pas byar tahun depan sudah makin ok,Positif,2
cepat untuk proses nya,Positif,2
mantap,Positif,2
proses cepat tak perlu mengantri langsung dikirim kerumah good,Positif,2
sangat membantu sekal,Positif,2
kok enggak bisa menjadi [UNK] 007 ya,Negatif,0
jadi simple anti ribet signal the best,Negatif,0
kenapa mekanisme pembayaran berjalan terus,Negatif,0
120 respons,Netral,1
aplikasi namanya kode sudah bisa bayar tapi angka pasti dipakai kode tidak ditemukan keterangannya mau bayar bayar saja seperti dipersulit,Negatif,0
aku kasih bintang ya tadi nya pengin kasih bintang namun pengiriman nya lama sudah seminggu belum datang,Netral,1
aplikasi yang sangat membantu proses pencetakan tanda bukti cepat,Positif,2
pajak gaji enggak sekali bayar di musim ini,Negatif,0
mudah cepat tak perlu antri mantap,Positif,2
pertama kali pakai iseng cari diinternet kita jarang bayar formulir nya dg gampang cari hanya perlu kemana sambil menunggu nanti dokumennya kembali keluar rumah,Netral,1
mempermudah pembayaran tanpa ke samsat jika tidak ada waktu bisa bayar dari rumah,Netral,1
sangat membantu,Positif,2
kenapa mau daftar susah banget alsan nya ktp tidak sesai kan aneh,Negatif,0
wisata banget pengembangan website bengkel kendaraan enggak bisa,Negatif,0
sangat mudah dan lancar terima kasih banyak,Positif,2
perlu di buat rapi lagi ui ux nya gunakan tenaga lokal yang terampil untuk perbaikannya,Netral,1
aplikasi bagus banget hemat waktu sesai harapan terima kasih,Positif,2
sangat membantu bagus,Positif,2
alhamdulillah apk sangat membantu semoga bisa ditingkatkan lagi aplikasinya,Positif,2
memudahkan dan memuaskan hasilnya,Netral,1
sangat sangat terbantu proses cepat dan enggak ribet,Negatif,0
bermanfaat aplikasinya sudah beralih kesini untuk perpanjang pajak tq,Netral,1
tinggal pajak kaleng atau tahunan bisa di permudah ya,Netral,1
mantap,Positif,2
tolong dipertahankan hindari calo,Netral,1
mutan,Netral,1
mudah cepat dan aman,Positif,2
pelayanan cepat terima kasih,Positif,2
tidak hanya menambahkan lagi jadi terus bayar nik dll sudah isi sesai,Negatif,0
pelayanan terbaik semoga terus seperti ini jadi mempermudah untuk yang kerjanya dari senin sabtu,Netral,1
karna alat pembayaran gagal terus timbul sinyal kuat,Negatif,0
mudah cuma agak pr di menunggu prosesnya saja,Positif,2
itu mereka bisa tapi tidak cuma bisa di shopee ini pembayaran dari bank susah enggak bisa via gerai alfa dan indonesia bisa hanya bisa pembayaran via shopee kfc,Negatif,0
dalam pelayanan smartphone bagus hanya saja sempat susah buat daftar awal juga pas pembayaran karena harus ada aplikasi lain yang harus di hubungkan untuk pembayarannya mungkin karena saya juga jadi merasa susah kita semua bisa brjalan dari asal kita sini juga sampai jangan kalau pelayanan aplikasi seperti ini saya merasa lakukan kdepannya mdhan lebih baik lagi supaya lebih dapat di akses masyarakat luas,Negatif,0
pembayaran lebih mudah dan pengiriman stnk nya cepat banget mantap terima kasih,Positif,2
sangat membantu e tnkb sudah di terima via mantap enggak sampai satu minggu selesai sudah dikirim pokoknya satset deh,Positif,2
aplikasi dengan jelas di bisa cari,Negatif,0
sangat membantu,Positif,2
istimewa anggota pro masya allah,Netral,1
apalah daftar enggak bisa² bilangnya data tidak sesai harus laporan pergantian data ke dukcapil sudah laporan via email juga enggak ada tanggapan samsek giliran bayar telat di denda ini menyusahkan warga saja bikin aplikasi cuma buat ngabisin anggaran tapi menyulitkan pengguna,Negatif,0
layanan kelas kurang dan tidak ekonomis,Negatif,0
gagal ekonomi,Negatif,0
aplikasinya mudah dan simpel cuma kadang sering error,Negatif,0
garcep,Netral,1
mantap,Positif,2
enggak ribet 2 2 hp rw drmh tempat istirahat sampai,Negatif,0
operasi foto tidak bisa dilaksanakan,Negatif,0
sangat membantu,Positif,2
punya saya jadi dikirim kerumah minggu dari pembayaran kedepan nya mau pajak online saja lah mudahan tahun ke tahun tambah cepat proses nya biar enggak menunggu dan aplikasi nya lancar walaupun jam kerja,Positif,2
sangat oke,Netral,1
bayar pajak kendaraan luar daerah sudah semakin mudah dengan aplikasi signal ini,Positif,2
andai ia bisa melihat juga,Netral,1
baru pertama kali samsat online prosesnya cepat cuman saya kecewa dengan pengirimanya stnknya pengiriman dari tanggal sampai sekarang tanggal belum juga sampai padahal alamat no telepon sudah lengkap,Negatif,0
aplikasi sangat membantu untuk yang merantau jauh jadi enggak perlu pulang untuk pajak cukup dengan aplikasi ini,Positif,2
katanya pemerintah butuh uang dari pajak oke kami paham sebagai warga negara yang cinta nkri kami siap bayar pajak saya berusaha bayar pajak saya daftar via signal tapi saat saya sudah dapat kode bayar tidak bisa di bayar di mbanking manapun selalu transaksi gagal terus pengaduan cuman bot yang jawab tanpa solusi ayolah rakyat mau bayar kok dipersulit persulitlah yang enggak taat pajak ada cara online ya sistemnya dibaguskan dong jangan error mulu,Negatif,0
mau daftarin kendaraan demi melebihi hukuman maaf belakang ampun deh,Negatif,0
t [UNK] p,Netral,1
sangat membantu sekal terima kasih,Positif,2
mau daftar itu ribet mengirim kode otp lalu orang ngirimnya kmna mau lol sudah mau kembali kodenya yg enggak ada dimana sudah namanya,Negatif,0
kelihatan bagus banyak dan kurang ribet,Negatif,0
pelayanan cepat dan langsung diantar terima kasih,Positif,2
tidak bisa daftar suruh perbarui data dukcapil padahal data deh valid,Negatif,0
kadang sistem sudah erorr makanan cepat saji ini aplikasi sangat memudahkan selain simple juga tersedia,Negatif,0
jangan di download aplikasi dicoba kali verifikasi tidak bisa login,Negatif,0
yg mau tinggal secara online mesti ke samsat dulu,Negatif,0
terima kasih dengan adanya samsat digital memudahkan kami untuk membayar pajak tanpa harus ke tempat dan enggak perlu lagi ijin libur kerja untuk datang ke samsat sekarang bisa online dan proses juga cepat oke terima kasih banyak kepada pihak yang terkait,Positif,2
untuk area jogjakarta memang cepat tapi kalo dengan area jogja lumayan lambat prosesnya,Negatif,0
lebih gampang bayar pajak melalui aplikasi online tiket masuk keluar rumah,Netral,1
sudah kali pakai apk ini sangat puas bayar pajak online faktur di kirim cuma hari kerja sampai semoga sim pun begitu sayangnya saya perpanjang sim kali coba di tolak terus dengan alasan material habis,Netral,1
atau tolol kagak bisa berarti kendaraan enggak usah sok modern deh 2 orang yg akan jadi kendaraan ah ali,Netral,1
error error,Negatif,0
good job,Netral,1
mempermudah menghemat waktu pengesahan enggak perlu uang rakyat bekasi bisa pindah rumah saja,Netral,1
praktis mudah dan simple cuma pengiriman saja ya lambat pos perbanyak layanan kurir jangan hanya pos saja,Negatif,0
cepat dan simple good aplikasi,Positif,2
sangat membantu,Positif,2
bisa membantu dengan mudah,Positif,2
tidak sampai nya menu hapus akun jadi saja sudah di regis nya foto pemilik motor pertama enggak bisa rubah ke nik kita setelah balik nama nama motor kalau nya di sana minimal kalo tidak lagi fitur hapus foto akan tolong hadirkan disini rubah nik,Negatif,0
terima kasih signal semakin mempermudah byar pajak,Positif,2
semenjak ini aplikasi ini khusus sat set untuk memotong pajak kendaraan mantap betul jadi enggak usah ingat antri lagi di samsat terima kasih walaupun pengirimannya lama tapi enggak apa mana yang penting stnk bisa lagi di tagan saya tolong saja pengirimannya jangan cari pending terus segera di kirimkan berikut alamat tujuan,Negatif,0
sangat membatu pengiriman juga cepat mending bayar via aplikasi ini daripada datang langsung ke samsat yang pelayananya belum tentu ramah dan dipersulit persyaratan ini itu,Positif,2
lebih mahal bayar di apk dari pada langsung,Netral,1
terminal truk tambah kendaraan,Negatif,0
layanan baik dan proses cepat diantar,Positif,2
semoga di aplikasi ini leih banyak lagi fitur spesial memudah jika membayar saat baru gratis,Netral,1
sangat membantu dan mempermudah,Positif,2
[UNK] ktp cedera baik apa sengaja aplikasi parah,Negatif,0
bagus,Positif,2
wilayah nya sudah pajak jadi banyak ribet buat sebagian yang merantau di luar daerah,Negatif,0
terima kasih telah tersedia kemudahan bagi orang yang kurang dapat datang atau online ke samsat adalah,Negatif,0
dari tanggal juli saya ingin bayar signal youtube beliau tidak bisa atau di suruh email chat live sama sekal tidak membantu katanya dibeberapa bulan setalah ini kedepan saya kan di luar kota rasa bangga lalu tidak mau ini,Negatif,0
setiap mau chat admin pasti mohon maaf untuk saat ini agent kami sedang tidak berada di tempat semua mohon menunggu untuk dan coba hubungi beberapa saat lagi,Netral,1
gambar,Netral,1
bagus,Positif,2
saat bayar pajak motor di aplikasi ini cepat dan aman,Positif,2
jadi enggak ribet tinggal menunggu saja di rumah,Negatif,0
joss,Netral,1
enggak bisa buat bayar rpajak mobil gagal terus sudah hari mencoba,Negatif,0
good 2017 pertahankan 207 knot,Netral,1
sangat mudah dan membantu,Positif,2
mantap,Positif,2
sangat memuaskan,Netral,1
terima kasih signal sangat membantu sehingga tidak perlu repot kekantor samsat untuk urus stnk tingkatkan terus pelayanannya untuk masyarakat maju terus thx,Positif,2
lainnya yang sangat penting,Netral,1
alhamdulillah selesai dan pengiriman cepat,Positif,2
sudah kena biaya sms stnk cuma 10 belum dikirim untuk sms via e info nya tapi masih dapat menerima pengiriman sms mgecek,Netral,1
verifikasi foto berganti menjadi ktp berjalan terus mohon diperbaiki kembali tidak bayar kembali jangan sampai dipersulit,Negatif,0
sangat bermanfaat,Netral,1
alhamdulillah cepat senin kasih semua yang jatuh jumat bukan hari semisal tanggal harap teliti maupun malam on setiap awal bulan tidak bisa proses pembayaran sebut sebelumnya hari kasih,Negatif,0
terima kasih alhamdulillah tidak perlu antri dan berlama lama cukup tunggu dirumah sambil ngopi stnk baru sudah sampai,Positif,2
baik prestasinya,Netral,1
manta proses cepat thx signal,Positif,2
hadehh aplikasi eror mulu,Netral,1
1943,Netral,1
sangat bagus cepat simple jika sibuk tidak perlu antri ke kantor kecuali pergantian plat kaleng pastikan jaringan kencang untuk akses aplikasi signal agar lancar dalam bertransaksi,Positif,2
uang kirim oleh pt ri gerakan lambat,Negatif,0
bagus opsi pengiriman ditambah lagi pak,Positif,2
live chat sama cs responsnya template doang case belum selesai sudah ditutup saja sesinya lawak banget pelayanannya mau bantar pakai aplikasi eror mulu ini orang mau bayar pajak dipersulit malah dikira main main tanya cs juga enggak mengasih solusi malah suruh ke samsat wkwk,Netral,1
mempermudah,Netral,1
susah membedakan dari pengesahan legitimasi nya,Negatif,0
sangat cepat pengiriman memudahkan kita untuk bayar pajak,Positif,2
memudahkan banget untuk aku pemula mantap,Positif,2
lebih mudah kalo bisa yang tahu bisa juga pakai on line,Positif,2
alhamdulillah selalu lancar enggak ribet karena cuma motor jadi tutup mata saja untuk ribu jasa expedisi daripada harus buang² waktu seharian nyamsat,Negatif,0
pelayanan yang bagus,Positif,2
pengiriman yang sangat lama sudah hampir bulan belum juga datang stnk,Netral,1
mantap lebih simpel online hari langsung di kirim kerumah,Positif,2
mantap pakai aplikasi simpel enggak perlu mengantri,Positif,2
mantap membantu sekal,Positif,2
good job,Netral,1
kenapa susah kali daftarnya salah salah terus di bagian nik e ktp padahal sudah benar nomor yang aku masukkan tetap saja katanya tidak terdaftar malah disuruh ke capil terdekat untuk mengurus ulang ktp,Negatif,0
sangat membantu pelayanan nya juga cepat,Positif,2
bagus,Positif,2
banyak,Netral,1
terima kasih banyak,Positif,2
aplikasi nya bagus membantu pemilik kendaraan membayar pajak tanpa harus datang ke samsat dikala kita dihadapkan dengan kesibukan yang tidak bisa di tunda terima kasih signal tetap terus tingkatkan pelayanan onlinenya,Negatif,0
mempermudah bayar unit mobil nya oleh gercep,Netral,1
ini saya mau pembayaran sebentar saja sudah sampai kali ia dia bisa di tinggalkan lagi aplikasinya,Negatif,0
yuk pajak ganti kaleng juga bisa via online nanti yang gesek datang ke rumah hahaha,Netral,1
tidak efektif,Netral,1
ini baru ada kemajuan dalam teknologi enggak ribet,Negatif,0
untuk proses keberangkatan dan hanya saja mulai pengiriman hari depan,Netral,1
tak parah aku bayar pajak aplikasi signal satu bulansaya menubggu di kirim vua pos indonesia eh ternyata pos di mengomong tidak ada no 1 sebelum meminta stasiun samsat eh katanyakantor adalah bagaimana kok tak ingin dua bank negara yang sudahmengambil hak bayarnya tspi tinggsl kewajibannya pada stasiun ogagan,Negatif,0
enggak di kirim anjay stnk ane,Netral,1
persen jangan pakai kurir pos di jamin tahun baru sampai,Netral,1
sangat membantu dan prosesnya sangat cepat dan sangat mudah,Positif,2
tolong dong saya pakr foto ktp saya dan muka saya tapi enggak bisa verifikasii kenapa,Negatif,0
cepat mudah,Positif,2
sangat mudah untuk digunakan mudah di pahami basus lah,Positif,2
enggak bisa melakukan pembayaran lading terus sudah ganti hp tetap sama saja,Negatif,0
mantap,Positif,2
aplikasi kocak daftarin bisnis • n diri group atau perusahaan berencana terus,Negatif,0
ini jadi pajak barang tapi kendaraan tersebut berasal atas nama saya sendiri,Netral,1
best enggak pakai lama tidak pakai ribet enggak pakai antri bahan pakai panasan tambah bayar surat bayar barang jumlah lembaran pajak bisa lengkap langsung di antar kan mantap,Negatif,0
prosesnya cepat dan enggak pakai ribet pengiriman dokumen nya ke alamat tujuan sangat cepat mantap,Negatif,0
setelah itu sudah tidak bisa bayar bayar di app ini mohon di sini lagi ingat lagi biar normal,Negatif,0
fast be good,Netral,1
adminnya lumayan juga ya,Netral,1
aplikasi terlalu terbatas kan kita juga mau bayarkan motor keluarga yang bukan kakak masa enggak bisa ini motor adek saya punya tapi saya yang pakai enggak bisa akses motor sendiri sudah bayar didana tapi di signal enggak bisa akses gagal terus,Negatif,0
membantu tidak mau datang offline namun banyak kendala bagi ketiga proses dalam satu kali gagal dilakukan proses perizinan,Negatif,0
masa di surih print bagaimana karna namanya sudah ada disana juga dg sama,Netral,1
bayar pajak motor paling praktis pokoknya,Positif,2
ada error ketika mau menambahkan data kendaraan pribadi untuk pemilik keluarga dan tangga kakak tidak hanya disimpan sampai muncul pesan error untuk check your connection try again sudah mulai pakai tipe 1 wifi wifi hasil errornya tetap sama,Negatif,0
aplikasinya bagus dan sangat membantu,Positif,2
yang bagaimana masa ini karena sudah aplaoud ktp dan foto selfie nanti ia akan tetap saja tidak bisa udaa sekali berkali kalo pun ke studio banyak macam,Negatif,0
tetapi kadang susah payah mengunduh nya,Negatif,0
tidak bisa mendaftar,Negatif,0
bagus mantap amanah proses cepat pembayaran mudah aman dan nyaman dokumen sampai di alamat tujuan dengan isi yang sudah di perpanjang enggak pakai ribet enggak pakai antre pokok mantap terima kasih semoga ke depan nya lebih maju,Negatif,0
mudah dan tidak ribet,Negatif,0
akan enggak nanti,Negatif,0
cs kurang memberikan solusi,Netral,1
real ini aplikasi sangat membantu sekal buat pembayaran pajak via online sangat di rekomendasikan apabila kita mempunyai kesibukan sehingga tidak ada waktu buat datang ke samsat dengan adanya aplikasi ini jadi bisa bayar tanpa harus datang ke samsat terbaik,Positif,2
gambar muka lama google buzzer yang berbeda,Netral,1
bagus mempermudah,Positif,2
cepat dan hemat waktu,Positif,2
cepat dan efisien,Positif,2
lebih mudah enggak perlu antri mantu signal,Positif,2
semuanya sudah baik dan efisien hanya waktu pembayaran saja yang terlalu sebentar cuma dikasih jam,Netral,1
sangat efektif dan efisien,Netral,1
susah amat cari cari jalan sudah pakai instagram live chat enggak buat solusi email bisa dibalas juga eng pakai untuk daerah enggak sinkron fb instagram youtube niat enggak bisa bikin aplikasi,Negatif,0
bayar pajak di signal lebih murah praktis tanpa datang tunggu hari kerja bukti fisik dokumen akan dikirim samsat melalui kantor pos ke alamat pemiliknya praktis dan mengurangi jatah libur kerja tanpa ribet mengurus dokumen yang ragu menggunakannya jangan takut semua nya benar benar terlaksana dengan baik saran sih kalau bisa progressnya lebih dipercepat lagi jadi konsumen enggak menunggu sampai minggu terima kasih signal,Negatif,0
proses cepat sangat membantu,Positif,2
kenapa enggak bisa digunakan,Negatif,0
hanya bisa bisa menjual kendaraan apapun jadi sulit mau bayar pajak kendaraan sudah mudah membuat cara memotong kendaraan ini astaga kalau sekarang mau bayar pajak jadi persulit astaga,Negatif,0
mempermudah bayar sewa,Netral,1
sudah satu bulan bayar sudah lunas tapi stnk belum dikirim status di aplikasi tidak ada update sama sekal kontak langsung samsat susah sekalinya dijawab katanya belum ada konfirmasi pembayaran dari tim signal mohon bantuannya,Negatif,0
rekomendasi rekomendasi sudah kami sudah mulus lanjutkan,Netral,1
mudah aman,Positif,2
hemat waktu gaperlu jauh jauh ke samsat dan gaperlu antri dari manapun bisa mudah dan cepat bayar via online tq sudah mempermudah,Positif,2
oke,Netral,1
aplikasi mudah digunakan dan praktis sangat memudahkan dalam pengurusan pengesahan stnk,Positif,2
sangat membantu proses mudah cepat,Positif,2
apa saja memasuki pintu kendara enggak jelas,Negatif,0
alhamdulillah cepat prosesnya dan sangat aman sampai rumah,Positif,2
aplikasi pelayanan publik enggak guna gue mau bayar pajak dari duit gue bukan meminta gratisan payment pakai baca dan shopee gagal timeout terus chat cs eh malah cs nya chatbot disuruh ngisi² data no ktp nama no hp no plat padahal data itu semua sudah ada di aplikasi terus sudah ngisi juga enggak ada opsi mengobrol sama cs kayaknya indonesia enggak akan maju kalo begini terus aplikasi cuma gimmick,Negatif,0
proses pengiriman setelah pembayaran hari kerja stnk sudah sampai,Netral,1
lebih praktis dan efisien enggak perlu antri semua di permudah dengan aplikasi signal,Positif,2
masa bayarnya lebih mahal dari bayar ke indomart dan lebih mudah ke indomart terus bayar lewat sini dikenakan biaya aplikasi ribu dan proses pendaftaran yang ribet mana setelah saya daftar sini enggak dapat sms bukti pembayaran pajak setelah saya bayar pajak di indomart jadi sus ke appnya enggak heran sih polisi konoha,Negatif,0
sangat mudah membayar pajak kendaraan skpd pkb diantar ke rumah via pos indonesia kritik kepada pos indonesia pengiriman dokumen penting diletak di pagar rumah sangat berbahaya dan tidak bertanggung jawab nama kurir jefri zaherman,Positif,2
1994,Netral,1
nya bisa anda bayar buat bayar pajak enggak bisa login perbaiki lagi app atau ganti beli pengembang nya jadi website ini bisa lebih online layanan nasional seperti ini kadang offline,Negatif,0
terima kasih,Positif,2
sangat membantu,Positif,2
akurat,Netral,1
memudahkan bayar pajak kendaraan bisa dikirim lagi stnk nya,Netral,1
kontribusinya terhadap masyarakat lebih ditingkatkan kembali,Netral,1
ini cek pembayar bagaimana enggak bisa selalu gangguan,Negatif,0
sangat memudahkan terima kasih,Positif,2
manta,Netral,1
signal sangat memuaskan memudahkan bayar pjak tahunan sambil tdurn tunggu suratnya sampai rumah cuma aga lama pengirimannya,Netral,1
tak enggak jadi,Negatif,0
punya sebutan susah amat kayak mau nama utangan macet sampai berkali sampai gagal hingga aneh,Negatif,0
kok enggak bisa tambah kendaraan ya di aplikasinya enggak muncul,Negatif,0
mantu samsat pandeglang satset,Netral,1
mudah,Positif,2
sekali sampai surat nya tapi jangan minta konfirmasi lagi hanya min,Netral,1
enggak usah repot ke samsat atau gerai samsat sebelum hari kerja jadi rapat kerja enggak usah repot isi formulir dan antri pembayaran enggak usah repot fotokopi dokumen pajak dan stnk sambil rebahan bisa bayar perpajakan kendaraan dimana saja layak bayar pajak mobil tksh polri dan negara,Netral,1
padahal tapi sudah benar maka orang tetap enggak bisa membuat suruh ada call ceter tapi sih enggak ada solusi malah di suruh kan masalah sekarang sedangkan percuma dong ada apl ini enggak guna juga,Negatif,0
berkas e tbpkp belum diterima kok sudah dinyatakan selesai mohon untuk pengawasan lebih lanjut terkait berkasnya karena saya belum menerima sama sekal namun dinyatakan sudah selesai saya sudah menghubungi dari email namun tidak ada pencerahan sama sekal dan tbpkp saya tahun ini tidak kunjung dikirim ke rumah,Netral,1
terima kasih atas pelayanan yang prima terus di tingkatkan,Positif,2
bagus disisi lain mau bikin penny,Negatif,0
masa sudah dapat pemutihan sudah bayar pajak di tahun yang sama bulan juni ini dan di tahun yang sama bulan desember jatuh tempo pajak lagi aduh saya pikir ada kebijakan saya tahun pajak kendaraan bayar tahun ini jatuh tempo tahun depan,Netral,1
enggak bisa disini ya,Negatif,0
sudah hari belum di proses,Netral,1
cepat sepenuhnya sadar,Negatif,0
pada pembayaran melalui bank selalu gagal masuk bank lagi yang melakukan pembayaran samsat medan kota sangat karna masyarakat selalu bayar habis kenderaan,Negatif,0
bermotor atau mobil via kendaraan yang lama program perpanjangan pakai aplikasi enggak elektrik,Negatif,0
4 tingkat kan pelayanan barang pengiriman,Netral,1
enak banget pakai aplikasi tapi tak dipermudah hingga tinggal gunakan data konfirmasi pembayaran sudah dikirim deh dokumennya enggak perlu pakai calo calo memang lumayan dan hemat berguna selain untuk membangun rantau dan menghemat waktu banget next kalo bisa dibuatin aplikasi untuk acara tahunan ya,Netral,1
aplikasi ini membantu pertamakali pakai lancar,Positif,2
transaksi pembayaran pajak daya bermotor,Netral,1
kenapa lading terus pas mau masuk akun,Netral,1
kemarin bayar sekarang sudah dikirim ke alamat rumah cuma hari proses sudah beres good,Netral,1
mudah dan tidak ribet dan langsung di kirim ke alamat kita,Negatif,0
aplikasi ini apa cuma formalitas ya susah benar buat daftar sampai lebih dari kali tetap gagal niat mau taat pajak tapi selalu dibikin tibet,Negatif,0
sip mantap sekal stnk sudah di terima dengan baik signal samsat sangat membantu dan memudahkan buat bayar pajak bermotor,Positif,2
sangat membantu sekal,Positif,2
agak kecewa dengan aplikasi ini baru kali ini masih mau melakukan pembayaran ini hanya terima saja saya tanya ke agennya di depan dan kantornya terus apa fungsinya aplikasi ini juga masih mau dari kantornya,Negatif,0
good,Netral,1
sangat membantu dan mempermudah,Positif,2
tidak rekomended langsung yang hanya bisa digunakan buat yang merugikan kendaraan jalur second karena mempermudah jalur nanggung dapat digunakan,Negatif,0
sudah ada proses pengesahan sampai selesai juga pelayanan perlu belum bayar kembali,Netral,1
lah yang barusan saya kelola dengan baik di aplikasi pemerintah tapi khusus ini sebelumnya saya bilang sama aplikasi ini karena susah banget setiap masukkan plat enggak kebaca tapi sekarang sekal masukkan langsung kebaca hal ini saya bangga dan teruskan nya yang lama dan bisa dikorupsi,Negatif,0
dengan keuntungan aplikasi ini memudahkan kita pergi masuk stasiun luar kota mendapat pajak kendaraan,Netral,1
sangat membantu saya untuk bayar pajak tepat waktu karena saya berada diluar kota jadi enggak harus pulang kampung stnk juga bisa dikirim lewat pos jadi enggak capek harus mengurusi ke samsat,Positif,2
enggak tapi bayar setiap tahun lalu bisa dibayar terus dia bayar,Negatif,0
aplikasi nya ribet butuh verifikasi ktp otp dan semacamnya gilirian meminta anda enggak bukti dan enggak ada orang di via sms dimana email ini buka nya cuma update atau bagaimana terus lagi orang mau keluar pajak di bikin ribet yang butuh siapa masih di palak sih hadeh,Negatif,0
saya selalu gagal pendaftaran keterangan pendaftaran pengesahan stnk gagal anda perlu validasi nik data lainnya di samsat padahal saya ditahun bisa bisa melakukan pengurus via app ini,Negatif,0
apk bisa membantu kita cuma kadang sistem bisa suka suka tapi balita sering gagal maju kedepan ya tolong dipeerbaiki terima maling,Negatif,0
sangat terbantu dengan adanya aplikasi ini terima kasih polri,Positif,2
cepat praktis ala modern ribet,Negatif,0
mudah dan cepat tanpa harus antri mudah penggunaan aplikasi signal butuh waktu kurleb minggu bukti pkb di kirim ke rumah,Positif,2
proses dan pengiriman cepat dan aman,Positif,2
membantu banget terima kasih samsat,Positif,2
bagus enggak ribet harus ke samsat,Negatif,0
mantap cepat dan joos,Positif,2
proses cepat hari sudah sampai rumah sudah kali bayar di signal dan tidak ada kendala,Positif,2
lumayan mempercepat proses biar enggak malas bayar pajak semoga tahun perpanjang plat nomer tahun kali bisa online juga agar mengurangi efek calo,Netral,1
